EMD_CD,EMD_NM,SGG_OID,COL_ADM_SE,GID,geometry
28185103,연수동,1721,28185,3178,"POLYGON ((126.67579919957188 37.43035773370639, 126.67632802097954 37.43066271129236, 126.676387886247 37.43069779892708, 126.6764675887146 37.430759673910565, 126.67662052111467 37.43087272000193, 126.67677343781166 37.43098689210784, 126.67687233811034 37.43105896487351, 126.676962543983 37.431140303052494, 126.67708136082047 37.43126282355391, 126.67718663674209 37.431370953768536, 126.67720401933268 37.431393247280816, 126.67723599155023 37.43143050146207, 126.67744155745227 37.43141191881198, 126.6783547726303 37.43133501315292, 126.6786355619946 37.431314102211275, 126.67994258579373 37.43071090068491, 126.68050765157243 37.43063696820516, 126.68075014057565 37.430734205209276, 126.68107133474508 37.43072015564285, 126.68160058176348 37.43088827510662, 126.68220186654145 37.430764606928996, 126.68242686433496 37.43074296862809, 126.6828890014439 37.430460677652064, 126.68331343080813 37.430368341505435, 126.68415270938063 37.430279091461195, 126.6855274340567 37.43022786674489, 126.68553164955908 37.43023295067528, 126.68553696734624 37.43022845986024, 126.68640013671711 37.4294924976726, 126.6869489329965 37.42861829854851, 126.68729481777126 37.42826557351104, 126.68743242312729 37.42816119721677, 126.68770960693178 37.42794231305776, 126.68824669583272 37.42762641212739, 126.68860452056086 37.42724443211171, 126.6886612050691 37.42702918756058, 126.68884015234035 37.42661604499581, 126.6889903744091 37.426149603740946, 126.68925979054038 37.42580145493716, 126.68963622656152 37.42552680366632, 126.6897798578902 37.42515776977211, 126.69004853440437 37.42494279494957, 126.69031115801265 37.42474048073717, 126.69054514095723 37.424633822568204, 126.6907054980653 37.42461453023044, 126.69074481349497 37.424628148686175, 126.69098777693584 37.42439565160494, 126.69122928309253 37.42417919711933, 126.69141507457289 37.42411210908301, 126.69173474925084 37.42394400836858, 126.69200522363161 37.423803087505696, 126.6919120583092 37.42375272955727, 126.69188774468712 37.42373943009081, 126.69140297072295 37.42349404065905, 126.691410935136 37.42340368154224, 126.69142925939286 37.42319819189327, 126.69143722258879 37.423108112079014, 126.69145295888016 37.42293020446367, 126.69345914923406 37.423047227916605, 126.69596460155584 37.423193106575766, 126.69814682649711 37.423260382303795, 126.697690830578 37.42235258183934, 126.69736773294044 37.42162897202001, 126.69668704349564 37.42068088181507, 126.69618360807236 37.42012179599132, 126.69391336445653 37.417990379941706, 126.69530853117017 37.417112140010275, 126.69530747277216 37.417111290321635, 126.69529955444546 37.417105638513554, 126.6951485462417 37.41699712634755, 126.69505280600688 37.41692874399482, 126.69495478203581 37.41685809411245, 126.6948407398184 37.416776428322436, 126.69188896814552 37.41465305076447, 126.691850897915 37.41464000357216, 126.69110138910591 37.41402084745552, 126.68985138995687 37.413008429638786, 126.68847084567558 37.411904146498536, 126.68787251844316 37.4114410732179, 126.68758443953817 37.41124040188925, 126.68742057407611 37.41113268358866, 126.68737043471286 37.41109453682527, 126.68720246584653 37.41095528102167, 126.68711177025303 37.41086719153458, 126.68707186237573 37.4108296394848, 126.68692419529437 37.4105195249074, 126.6868957665663 37.410524521944936, 126.68678492642243 37.41052422695986, 126.68681547424868 37.41039337366407, 126.6868185611985 37.410373676816484, 126.68674381456039 37.41039656169884, 126.6867000993416 37.41034041157291, 126.68655044283632 37.410085198692855, 126.6863235878701 37.40968083406352, 126.68620095816229 37.40942146702758, 126.68604399282113 37.40901644123083, 126.68600777049654 37.408900339666744, 126.6858254348836 37.408191993201754, 126.6856453288902 37.40774973838475, 126.68553517935274 37.40699963316482, 126.68546345505813 37.4066801417755, 126.68547282595564 37.40667566177569, 126.68545605662291 37.40663451290448, 126.68383636878858 37.4073768839009, 126.68312425568321 37.407837015058846, 126.67747313219377 37.41167319615373, 126.67714295570968 37.41190823788005, 126.67685399957224 37.41216311493608, 126.6765954310014 37.41245100663482, 126.67566439662917 37.41367972617502, 126.67612092167158 37.414104457248854, 126.67669729420983 37.41505941664039, 126.6768323646204 37.41541710032982, 126.67733667619552 37.416757039302, 126.67749543844481 37.41706551099527, 126.67766893678609 37.417312637180316, 126.67785278985252 37.417534725419806, 126.67791512686198 37.417610076123545, 126.67798222218033 37.41768487217996, 126.67827104626886 37.418001023821496, 126.67840491166511 37.41814779444227, 126.67421476174593 37.420589270003006, 126.67324709323346 37.42124178135927, 126.67244221335687 37.42196062853511, 126.66962103211056 37.42490100659769, 126.66931488623771 37.42519128886669, 126.66944344796377 37.4255402222994, 126.66965050947806 37.42546111874934, 126.66980912418913 37.42540046666961, 126.66984655374448 37.42539776054419, 126.67027352659674 37.4253662961628, 126.67029415691661 37.425412251218376, 126.67031793335372 37.425464684308096, 126.67039712433287 37.425640323020126, 126.67047387888255 37.42581003524217, 126.67049816902757 37.425863884310594, 126.67056006587447 37.42600061408688, 126.67063113338183 37.42601742756811, 126.67079099579155 37.4260327955529, 126.67087433625825 37.425987131419184, 126.67092340900335 37.42594701170348, 126.67102268082232 37.425972904867194, 126.67126346030399 37.42597470398951, 126.671356004171 37.42600453349541, 126.67149984518056 37.4260511116788, 126.67154485339476 37.426051516623104, 126.671544425275 37.425907075139584, 126.67155961409553 37.42590599127497, 126.67169385966987 37.425847800480334, 126.67196863296097 37.42586517228413, 126.67213225021862 37.42586929535557, 126.67213878018728 37.42586931354896, 126.6721508128977 37.42586399509627, 126.67219463642968 37.426013630136964, 126.67219669747584 37.42610796220753, 126.67214041804279 37.42622014286044, 126.6721293417902 37.42637075120522, 126.67214258379963 37.426370508787414, 126.6722031377306 37.42653088536542, 126.67219137345282 37.42659870735871, 126.67217818262858 37.42670848522584, 126.67211538069589 37.42669760630474, 126.67202900662186 37.42674974108616, 126.67177474152892 37.42700666581009, 126.67145835507799 37.42737772717052, 126.6719089913597 37.42746851739691, 126.67212082508323 37.42751022071665, 126.67249812716933 37.427577999885834, 126.67262032900615 37.42760818123829, 126.67290754328405 37.42768866490064, 126.6732397221673 37.4277825085096, 126.6734921937496 37.4278947087888, 126.6736509100076 37.42809364967105, 126.67386334904732 37.42836003536748, 126.67396213806826 37.42849771251025, 126.67400376110749 37.428549356349926, 126.67405695731034 37.428615673575926, 126.6744915521116 37.429189015218476, 126.67495333118383 37.42988857110101, 126.67579919957188 37.43035773370639))"
28185102,선학동,1720,28185,3179,"POLYGON ((126.70241078874028 37.439384210028074, 126.70261966988834 37.43942528360651, 126.70256068230867 37.43916187883448, 126.70254537279797 37.43910468036425, 126.70263470944762 37.439016211359515, 126.7029310009936 37.43900964398907, 126.70293436479395 37.439007679285034, 126.70317608079489 37.439003505257695, 126.70500108768086 37.4389745888893, 126.70502349860766 37.43893354125678, 126.70503690717085 37.438891615086284, 126.70507251644835 37.43872727098226, 126.70507033859391 37.438606197476524, 126.70502836058215 37.438417160448154, 126.70499753177029 37.43830924182373, 126.70498185835329 37.43820924500354, 126.70498656923876 37.437911645824045, 126.70497002481684 37.43776322679404, 126.70493060760661 37.437552517944695, 126.70493678166649 37.43741963516904, 126.70492326783197 37.437353710751914, 126.70488832399595 37.43717201645709, 126.70497117455392 37.43693626907121, 126.70500693291875 37.43686568391621, 126.70524780050096 37.43667651810982, 126.7053166944201 37.43662150418172, 126.7053523147406 37.436585832528856, 126.70565390537564 37.43621802249332, 126.70574952519493 37.43610169870618, 126.70587141331508 37.43594854436578, 126.70590095677673 37.435889205950666, 126.70593338228686 37.435812422258095, 126.70603918194298 37.435397097970544, 126.70605470571415 37.43535715915639, 126.70610015023027 37.43524802581008, 126.70619521869736 37.43504722197792, 126.7062789470902 37.43489989145376, 126.70637058202948 37.43476469012285, 126.70643990479465 37.43464294810946, 126.70662907086796 37.43430638094829, 126.70663032476709 37.43430357293839, 126.7066318376429 37.434277952109554, 126.7066453289273 37.43403302933234, 126.70664781696834 37.43398348022149, 126.70664916034943 37.43395785896831, 126.70665526918496 37.433840743454354, 126.70664607062895 37.43380074288289, 126.70658867851996 37.43353423536101, 126.70651620234716 37.43319589801022, 126.70640594034721 37.432682896371524, 126.70605513535347 37.431384283060396, 126.70602302766393 37.43128875021535, 126.70598535053159 37.431172939808185, 126.70593546371964 37.431018797085244, 126.70592482482517 37.430986109008785, 126.7059105254719 37.43094186988852, 126.7058651629679 37.430803785364745, 126.70583230098025 37.430722053988724, 126.70578948751863 37.43061100599494, 126.70572691086456 37.4304517677703, 126.70569177539522 37.430362137847126, 126.70565157949748 37.430257862904945, 126.70562170003794 37.43018204952964, 126.70561636898991 37.43010122492788, 126.70560432988411 37.42992775107011, 126.70559363483684 37.42977736435426, 126.70558056837025 37.42959797731096, 126.70556815830874 37.42943267463474, 126.70555746516771 37.42927609799355, 126.7055562791475 37.429264544121544, 126.7055551008597 37.42925102607459, 126.70555880439278 37.42916262859101, 126.70556527581812 37.42895371940493, 126.7055677897399 37.4288518038405, 126.70557031498736 37.42874987929248, 126.70557228015609 37.42865246738347, 126.70560054598843 37.428512314486746, 126.70560957378994 37.428463349355916, 126.70526284703952 37.4284233412499, 126.7052164755315 37.42818361133789, 126.70524623798586 37.427844402864736, 126.70527441235075 37.42763864749993, 126.70527513898658 37.42745422225437, 126.70526830897798 37.42726077700948, 126.7051378404539 37.42677080685967, 126.70508983629928 37.42659020582117, 126.70498497111024 37.426323578170994, 126.70496416515212 37.42627088014842, 126.70480525745704 37.42596582395551, 126.70470880089064 37.42580762629952, 126.70462355315524 37.4256691617339, 126.70459861290665 37.425636437594726, 126.70442349668689 37.425414124678476, 126.70424756065783 37.42521940728123, 126.70415968904832 37.425122039715006, 126.70402976272686 37.42490040748902, 126.703824027122 37.42469687469045, 126.70381189869663 37.42468417598956, 126.70362886159855 37.424500423048734, 126.70232708485582 37.423195180349225, 126.70165917693032 37.42252139076694, 126.70074405876696 37.42160679613812, 126.69963750879964 37.420499394606665, 126.69898545038913 37.419845902841836, 126.69879276704945 37.41965366616882, 126.69866513744556 37.41952438706926, 126.69865019226984 37.41951026603319, 126.69847488589781 37.41938508129986, 126.69530871917074 37.41711173547245, 126.6939135523257 37.41798997548246, 126.69618379613347 37.420121391745134, 126.69668723159879 37.42068047762447, 126.6973679210992 37.42162856792286, 126.69769101876149 37.42235217781282, 126.69814701471623 37.42325997836591, 126.69596478957826 37.42319270262302, 126.69345933703109 37.42304682394015, 126.69145314649671 37.422929800468175, 126.69143741020282 37.423107708100424, 126.69142944700562 37.42319778792335, 126.69141112274586 37.42340327759191, 126.69140315833152 37.423493636717275, 126.69188793233799 37.42373902617454, 126.69191224596216 37.42375232564231, 126.69200541129268 37.42380268359598, 126.69173493688662 37.42394360447129, 126.69141526217875 37.424111705200666, 126.69122947068121 37.42417879324256, 126.69098796450135 37.42439524774799, 126.69074500103712 37.42462774485057, 126.69070568560394 37.42461412639334, 126.69054532848128 37.42463341873234, 126.69031134551491 37.424740076910645, 126.69004872188167 37.42494239114135, 126.68978004534189 37.42515736598345, 126.68963641399799 37.425526399912506, 126.6892599779411 37.42580105120826, 126.68899056178337 37.42614920004432, 126.6888403396982 37.426615641343254, 126.68866139240822 37.42702878394696, 126.68860470789357 37.42724402851854, 126.68824688313074 37.42762600856939, 126.6877097941793 37.42794190952796, 126.68743261034845 37.4281607937068, 126.68729500497935 37.428265170010505, 126.68694912017118 37.42861789508051, 126.68640032383688 37.42949209428612, 126.68553715438348 37.430228056541054, 126.6855318365958 37.430232547356475, 126.68562475425614 37.43034542141484, 126.68594720558076 37.43074187823162, 126.68587651856645 37.43101199125047, 126.68579816877013 37.431298698294334, 126.68573900259676 37.43151562857652, 126.68604938035725 37.43167807063952, 126.68673072123676 37.43204113609614, 126.68682775640227 37.432097139662055, 126.68683791332133 37.43224302148647, 126.68685567185044 37.43251364974036, 126.68704884458865 37.432756867628214, 126.68711292990113 37.433138001229274, 126.68715203713273 37.43336982581361, 126.68718261803899 37.43344396076906, 126.68719658948807 37.43348032645716, 126.68725036556074 37.433581823529416, 126.68746327944244 37.43358211005166, 126.68753067349348 37.43355047457546, 126.68762918212242 37.43355186243997, 126.68767034229235 37.43354408792671, 126.687705580191 37.43356107532668, 126.68778964457354 37.43355538786033, 126.68796012497766 37.43352739543598, 126.68794115963675 37.43350172954533, 126.68803745678763 37.433483397204526, 126.68809976858485 37.43348638257418, 126.68842974743727 37.433438260305536, 126.68842916045624 37.43336759289341, 126.68860993215806 37.43336975640841, 126.68877445754596 37.43337159735552, 126.68891621612154 37.433373377871874, 126.68914871077865 37.43337625396999, 126.68915485742542 37.43334359975336, 126.68918592524011 37.43334452878656, 126.6893211461135 37.43334798543414, 126.68936226974667 37.43334894097759, 126.68943429175918 37.433350816017324, 126.69037252258167 37.433374967408, 126.69045231694274 37.4333771506063, 126.69165109418981 37.43340789676618, 126.6923158899846 37.433425125771464, 126.69260467914023 37.43343263832205, 126.69288994435244 37.43343985264527, 126.69320150945607 37.43344799083176, 126.69342199387708 37.43345362932838, 126.69344493918588 37.43345425676118, 126.69436305212349 37.43347776542966, 126.69531593966168 37.43350219498309, 126.69559132021946 37.433509097872474, 126.69614013578105 37.433523473344614, 126.69620519159172 37.433543634697735, 126.69647800657731 37.43357305403587, 126.69650100846498 37.433648860928926, 126.69652613100024 37.43367820842966, 126.69660533433016 37.43369530660305, 126.69685182375714 37.43373028845859, 126.69697028993289 37.433728061890704, 126.69705345659914 37.43372630291741, 126.69715463646173 37.43376570315058, 126.69721205249009 37.43375571465223, 126.69729325768222 37.43375563534152, 126.69735781592004 37.43377044280664, 126.69740030805 37.433740431512945, 126.69760633386362 37.433697884279844, 126.69763822912157 37.43358083554307, 126.69772152642322 37.43358864511493, 126.69773844263324 37.43359657238577, 126.69772987640404 37.433619363834985, 126.69751699835994 37.434090718261, 126.69750223338421 37.43411798976807, 126.69747905777388 37.434174243010105, 126.69745200787553 37.43422738682261, 126.69739682305485 37.43433931193041, 126.69737866238908 37.43437642267498, 126.69731102630506 37.43451337266666, 126.69730978331734 37.43451618961512, 126.69729589719545 37.43454403098926, 126.69691303125988 37.4352244304037, 126.69652679160443 37.435821188474236, 126.6961995362349 37.43632687980843, 126.6960476563933 37.436556523057426, 126.69593964817555 37.43672011871364, 126.69585384541008 37.436849695673665, 126.69598638893697 37.43694914888607, 126.69600180633424 37.4369784713987, 126.69604942408759 37.437033501707305, 126.69617567770358 37.43715996860297, 126.69624616077584 37.43719393833312, 126.69626832225453 37.43721257428624, 126.69621157786838 37.437318016523236, 126.69611208115462 37.437472335925655, 126.6959672813732 37.437696933665855, 126.69591156658232 37.43767679633918, 126.69588589575503 37.43769587632498, 126.69587672531497 37.43773639783744, 126.69577854374329 37.43782821763398, 126.69571271721259 37.43790773223604, 126.69567834734855 37.43797915607702, 126.69562991069296 37.438211327829876, 126.69536710651172 37.43853584715915, 126.69532783024354 37.43859938340006, 126.69532434124216 37.438632035786846, 126.69539418668094 37.43865079540555, 126.69541436453339 37.43868210351513, 126.69553156677495 37.438689732125205, 126.69577477108189 37.43871119265078, 126.69589656902124 37.438716859585135, 126.69602929559694 37.438727618284766, 126.6961285014979 37.438731532703734, 126.69614536033853 37.43875382206596, 126.69615169562924 37.43876031665658, 126.69631055131521 37.438770016281, 126.69654990894225 37.438784428432804, 126.69673951202724 37.438788296211285, 126.6968555046278 37.438790568421666, 126.69690211503975 37.438790688543584, 126.69755675904725 37.438796031795356, 126.69762191762085 37.43879479375934, 126.6976873479481 37.43881298205022, 126.69772834391802 37.438804356678475, 126.69789360131661 37.43880422264494, 126.69794901164734 37.438810554860126, 126.69810628801342 37.43881968939289, 126.69813448220741 37.43883327682995, 126.69814862694436 37.43878347855408, 126.69832502000871 37.438781957917776, 126.69856231621456 37.43878087243444, 126.69879024509994 37.4387797714956, 126.69902807349904 37.43877840712864, 126.69902933457467 37.43877390533128, 126.6991924143709 37.43878699967092, 126.69969357536144 37.43876434066535, 126.69985971968941 37.43876280057984, 126.70006842245516 37.438760233533195, 126.7004856392564 37.43875707105464, 126.70049110709212 37.43875736429061, 126.70064790107895 37.438754384707686, 126.70084670096088 37.43875573748258, 126.70085904234963 37.43876083252084, 126.70089887440659 37.438777548356406, 126.7009124429071 37.438783781775996, 126.70093059788891 37.438790306168364, 126.70096779944171 37.438803627513295, 126.70099494435574 37.43881412115436, 126.7010926376616 37.43888841406496, 126.70120805488523 37.43898951176864, 126.70123932699845 37.439027604608036, 126.7015719773221 37.43902478206953, 126.70163606489943 37.43902579161572, 126.70205999280857 37.439023208241316, 126.70216280610187 37.43909752224769, 126.70217577442806 37.43916653602237, 126.70217888680372 37.439182311489304, 126.70219137453196 37.439238655915936, 126.7021972680643 37.439265421673845, 126.70220004139308 37.43927837613619, 126.70220764954423 37.43932006687545, 126.70221161750115 37.43934232273233, 126.70241078874028 37.439384210028074))"
